Education,Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Customer_For,Age,TotalSpent,Living_With,Children,Parenthood,Kmeans,ClustName
1,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,49766400000000000,72,1603,1,0,0,2,HighBuyer
2,80141.0,0,0,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,34560000000000000,37,2091,1,0,0,2,HighBuyer
0,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,63763200000000000,32,82,1,0,0,1,LowBuyer
1,27573.0,1,0,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,53654400000000000,48,244,1,1,1,1,LowBuyer
0,15862.0,1,0,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,45532800000000000,44,36,0,1,1,1,LowBuyer
2,49544.0,1,0,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,31881600000000000,47,404,1,1,1,1,LowBuyer
1,33228.0,1,0,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,27388800000000000,43,71,1,1,1,1,LowBuyer
1,70440.0,0,0,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,41731200000000000,45,1572,1,0,0,2,HighBuyer
1,38232.0,1,1,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,27907200000000000,52,122,1,2,1,1,LowBuyer
2,22554.0,1,1,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,86400000000000000,68,41,1,2,1,1,LowBuyer
2,23536.0,1,0,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,21081600000000000,40,10,1,1,1,1,LowBuyer
1,49413.0,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,35164800000000000,71,304,1,1,1,0,MidBuyer
1,42231.0,1,1,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,22118400000000000,54,37,1,2,1,1,LowBuyer
2,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,73440000000000000,43,1754,0,0,0,2,HighBuyer
1,56534.0,0,1,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,43286400000000000,55,815,1,1,1,0,MidBuyer
1,58350.0,0,1,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,53049600000000000,52,1001,0,1,1,0,MidBuyer
1,49090.0,0,1,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,43632000000000000,72,688,0,1,1,0,MidBuyer
2,61787.0,0,0,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,47260800000000000,36,1319,0,0,0,2,HighBuyer
2,18169.0,1,0,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,56592000000000000,38,21,1,1,1,1,LowBuyer
0,24336.0,1,0,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,71798400000000000,42,31,0,1,1,1,LowBuyer
1,18222.0,0,0,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,60912000000000000,33,67,1,0,0,1,LowBuyer
1,62335.0,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,48556800000000000,71,708,0,1,1,0,MidBuyer
0,42033.0,1,1,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,69811200000000000,52,25,1,2,1,1,LowBuyer
2,86580.0,0,0,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,55900800000000000,40,746,1,0,0,2,HighBuyer
2,41437.0,1,1,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,69552000000000000,66,32,0,2,1,1,LowBuyer
2,73705.0,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,18748800000000000,72,1695,0,2,1,0,MidBuyer
1,61064.0,0,1,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,71452800000000000,47,1080,1,1,1,0,MidBuyer
1,18358.0,1,0,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,32918400000000000,34,57,0,1,1,1,LowBuyer
2,55012.0,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,22464000000000000,50,660,1,1,1,0,MidBuyer
0,9722.0,1,0,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,88992000000000000,50,103,1,1,1,1,LowBuyer
2,38175.0,1,0,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,37929600000000000,39,153,1,1,1,1,LowBuyer
2,58656.0,0,1,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,69724800000000000,67,1220,1,1,1,0,MidBuyer
1,52117.0,0,1,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,72748800000000000,58,279,1,1,1,1,LowBuyer
1,64813.0,1,0,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,26611200000000000,45,745,1,1,1,0,MidBuyer
2,54222.0,0,1,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,29116800000000000,50,264,1,1,1,1,LowBuyer
1,83512.0,0,0,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,14860800000000000,37,2157,1,0,0,2,HighBuyer
2,77520.0,0,1,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,40176000000000000,64,1526,1,1,1,0,MidBuyer
1,41154.0,0,1,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,39571200000000000,45,69,1,1,1,1,LowBuyer
1,80398.0,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,67910400000000000,57,1597,1,0,0,2,HighBuyer
0,18746.0,1,0,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,16502400000000000,31,64,0,1,1,1,LowBuyer
1,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,65059200000000000,39,497,1,1,1,0,MidBuyer
1,60230.0,0,1,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,48816000000000000,67,1067,0,1,1,0,MidBuyer
1,22108.0,1,1,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,10627200000000000,46,31,1,2,1,1,LowBuyer
1,44392.0,1,1,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,49766400000000000,49,211,1,2,1,1,LowBuyer
2,55424.0,0,1,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,64022400000000000,47,877,1,1,1,0,MidBuyer
1,17688.0,1,0,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,59788800000000000,44,11,1,1,1,1,LowBuyer
2,92491.0,0,0,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,60480000000000000,40,2034,1,0,0,2,HighBuyer
1,90273.0,0,0,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,30844800000000000,32,1991,0,0,0,2,HighBuyer
2,82571.0,0,0,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,26352000000000000,61,1686,0,0,0,2,HighBuyer
2,38513.0,1,0,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,26956800000000000,41,324,0,1,1,1,LowBuyer
2,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,20044800000000000,44,69,0,1,1,1,LowBuyer
1,42586.0,1,1,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,66355200000000000,68,252,1,2,1,1,LowBuyer
0,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,45187200000000000,58,54,0,1,1,1,LowBuyer
2,46910.0,1,1,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,22291200000000000,59,68,1,2,1,1,LowBuyer
1,37244.0,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,50803200000000000,68,55,0,2,1,1,LowBuyer
1,82427.0,0,0,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,259200000000000,57,1456,1,0,0,2,HighBuyer
0,75342.0,0,1,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,47433600000000000,65,563,0,1,1,0,MidBuyer
1,70044.0,0,1,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,56678400000000000,69,1504,0,1,1,0,MidBuyer
1,77437.0,0,0,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,32400000000000000,60,1125,1,0,0,2,HighBuyer
1,54984.0,0,1,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,16934400000000000,64,358,1,1,1,0,MidBuyer
2,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,33609600000000000,52,42,1,1,1,1,LowBuyer
1,55761.0,0,1,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,19526400000000000,59,184,1,1,1,1,LowBuyer
1,37292.0,1,0,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,51580800000000000,40,460,1,1,1,1,LowBuyer
2,45576.0,0,0,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,16588800000000000,78,145,0,0,0,1,LowBuyer
1,70321.0,0,0,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,59529600000000000,76,1376,1,0,0,2,HighBuyer
2,58086.0,0,1,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,59184000000000000,54,792,0,1,1,0,MidBuyer
1,81795.0,0,0,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,66614400000000000,71,1382,1,0,0,2,HighBuyer
0,28389.0,0,0,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,64454400000000000,76,28,1,0,0,1,LowBuyer
1,69901.0,0,1,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,48038400000000000,54,882,0,1,1,0,MidBuyer
2,80360.0,0,0,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,55555200000000000,74,2231,1,0,0,2,HighBuyer
2,63342.0,0,1,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,67478400000000000,62,1101,1,1,1,0,MidBuyer
0,31859.0,1,0,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,24364800000000000,43,48,0,1,1,1,LowBuyer
2,51569.0,0,1,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,31881600000000000,74,467,0,1,1,0,MidBuyer
0,16014.0,1,1,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,54345600000000000,44,38,0,2,1,1,LowBuyer
1,41120.0,1,1,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,46915200000000000,55,81,1,2,1,1,LowBuyer
2,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,52444800000000000,52,167,0,1,1,1,LowBuyer
2,38725.0,1,1,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,5356800000000000,68,45,1,2,1,1,LowBuyer
1,77981.0,1,0,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,48297600000000000,51,664,1,1,1,0,MidBuyer
0,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,36547200000000000,59,622,1,1,1,0,MidBuyer
0,13533.0,1,0,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,37065600000000000,44,48,0,1,1,1,LowBuyer
1,59481.0,0,1,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,35337600000000000,48,461,1,1,1,0,MidBuyer
1,72117.0,0,1,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,40867200000000000,46,1073,1,1,1,0,MidBuyer
0,21955.0,1,0,81,5,1,7,17,14,11,2,2,1,3,6,0,0,0,0,0,0,0,44496000000000000,37,55,1,1,1,1,LowBuyer
1,67131.0,0,1,72,465,71,250,93,35,62,3,9,2,12,6,0,0,0,0,0,0,0,53568000000000000,67,976,1,1,1,0,MidBuyer
2,36802.0,1,0,23,16,1,2,0,0,1,1,1,0,3,5,0,0,0,0,0,0,0,14947200000000000,43,20,0,1,1,1,LowBuyer
2,47808.0,0,1,30,123,1,26,2,0,72,2,3,2,3,7,1,0,0,0,0,0,0,35596800000000000,48,224,1,1,1,1,LowBuyer
2,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,0,1,69897600000000000,49,101,0,1,1,1,LowBuyer
2,85431.0,0,0,54,376,53,462,168,53,53,1,2,7,7,0,0,0,0,0,0,0,0,42076800000000000,71,1165,1,0,0,2,HighBuyer
1,42664.0,0,1,44,21,0,3,0,0,0,1,1,0,3,6,0,0,0,0,0,0,0,22723200000000000,56,24,1,1,1,1,LowBuyer
2,28973.0,0,0,59,206,0,46,3,2,12,2,5,1,5,8,0,0,0,0,0,0,0,67737600000000000,46,269,1,0,0,1,LowBuyer
2,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,47174400000000000,50,102,1,1,1,1,LowBuyer
0,65370.0,0,0,1,71,22,112,138,89,29,1,2,3,13,1,0,0,0,0,0,0,0,60220800000000000,39,461,1,0,0,2,HighBuyer
0,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,62121600000000000,44,47,0,1,1,1,LowBuyer
2,42473.0,1,1,72,93,1,21,0,4,25,3,2,1,4,5,0,0,0,0,0,0,0,25228800000000000,47,144,0,2,1,1,LowBuyer
1,64590.0,0,0,98,920,138,168,36,46,30,1,9,4,10,6,0,0,0,0,0,0,0,67651200000000000,55,1338,1,0,0,2,HighBuyer
1,71232.0,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,32227200000000000,64,917,1,1,1,0,MidBuyer
1,34600.0,1,1,8,199,33,60,8,3,15,5,5,2,5,8,0,0,0,0,0,0,1,60825600000000000,52,318,1,2,1,1,LowBuyer
1,46904.0,1,1,20,153,4,56,0,9,31,4,5,1,4,8,0,0,0,0,0,0,0,86400000000000000,56,253,0,2,1,1,LowBuyer
1,49094.0,0,1,6,376,0,38,11,8,69,5,6,3,6,6,0,0,0,0,0,0,0,69638400000000000,50,502,1,1,1,0,MidBuyer
1,36075.0,1,0,54,46,0,30,12,1,30,1,2,0,4,6,0,0,0,0,0,0,0,38880000000000000,40,119,1,1,1,1,LowBuyer
0,60839.0,1,1,72,600,21,128,223,150,128,13,2,2,12,8,0,0,0,0,0,0,0,71712000000000000,44,1250,1,2,1,0,MidBuyer
0,82122.0,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,41299200000000000,61,1382,1,0,0,2,HighBuyer
1,34074.0,1,1,69,135,1,41,10,1,67,5,3,3,3,6,1,0,0,0,0,0,0,44150400000000000,71,255,1,2,1,1,LowBuyer
2,28520.0,1,1,55,11,0,10,0,2,20,1,1,1,2,6,0,0,0,0,0,0,0,46656000000000000,63,43,1,2,1,1,LowBuyer
1,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,54950400000000000,68,398,0,1,1,0,MidBuyer
2,36273.0,1,0,80,29,3,30,3,2,9,2,3,0,3,6,0,0,0,0,0,0,0,20217600000000000,46,76,0,1,1,1,LowBuyer
1,63404.0,0,2,97,734,26,70,11,44,17,2,6,3,4,4,0,0,0,1,0,0,0,15811200000000000,59,902,1,2,1,0,MidBuyer
2,59385.0,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,50716800000000000,72,185,1,2,1,1,LowBuyer
1,44689.0,1,1,82,18,0,5,0,0,11,2,1,1,2,7,1,0,0,0,0,0,0,5702400000000000,72,34,1,2,1,1,LowBuyer
2,7144.0,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,44236800000000000,57,416,0,2,1,0,MidBuyer
1,90369.0,0,0,2,292,51,981,224,23,17,1,4,6,6,1,0,0,0,0,0,0,1,19180800000000000,67,1588,1,0,0,2,HighBuyer
2,63159.0,0,0,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,0,81129600000000000,49,1797,0,0,0,2,HighBuyer
2,46757.0,0,1,71,777,30,163,0,51,122,6,4,4,7,9,0,0,0,0,0,0,0,64800000000000000,60,1143,0,1,1,0,MidBuyer
2,79734.0,0,0,72,572,8,232,23,62,17,1,4,3,6,1,0,0,0,1,0,0,0,13910400000000000,54,914,1,0,0,2,HighBuyer
1,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,59184000000000000,31,1502,1,0,0,2,HighBuyer
2,21840.0,1,0,80,17,0,9,0,0,1,1,1,0,3,9,0,0,0,0,0,0,0,43459200000000000,40,27,1,1,1,1,LowBuyer
0,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,37497600000000000,41,763,1,1,1,0,MidBuyer
1,72282.0,0,0,70,503,27,419,90,139,153,1,5,7,9,7,0,0,0,0,0,0,1,43632000000000000,72,1331,0,0,0,2,HighBuyer
1,50387.0,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,39916800000000000,67,525,1,2,1,0,MidBuyer
2,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,15033600000000000,62,9,1,2,1,1,LowBuyer
1,62568.0,0,1,99,362,17,398,80,35,61,3,5,3,5,4,0,0,0,1,0,0,0,13392000000000000,61,953,1,1,1,0,MidBuyer
2,44635.0,1,1,25,56,0,9,0,0,3,2,2,0,3,7,0,0,0,0,0,0,0,33782400000000000,52,68,0,2,1,1,LowBuyer
1,63967.0,0,1,57,387,84,141,73,35,162,3,4,4,12,2,0,0,0,0,0,0,0,39225600000000000,55,882,1,1,1,0,MidBuyer
0,52513.0,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,83894400000000000,45,1149,1,0,0,2,HighBuyer
1,25293.0,1,0,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,38620800000000000,54,37,1,1,1,1,LowBuyer
2,54111.0,0,1,97,267,6,54,8,3,50,2,5,2,6,5,0,0,0,0,0,0,0,40435200000000000,58,388,0,1,1,0,MidBuyer
1,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,0,1,56937600000000000,37,1428,1,0,0,2,HighBuyer
2,80739.0,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,48556800000000000,65,1633,1,0,0,2,HighBuyer
2,22669.0,1,0,30,16,14,36,37,22,48,3,4,1,2,9,0,0,0,0,0,0,1,48643200000000000,48,173,1,1,1,1,LowBuyer
1,29236.0,1,0,30,37,4,24,16,9,9,2,4,0,3,9,0,0,0,0,0,0,0,41731200000000000,36,99,0,1,1,1,LowBuyer
1,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,54518400000000000,64,215,1,1,1,1,LowBuyer
2,54693.0,0,1,72,686,17,142,23,26,35,8,6,4,13,6,0,0,0,0,0,0,0,56764800000000000,61,929,1,1,1,0,MidBuyer
1,48186.0,1,0,39,97,3,66,12,7,34,3,4,1,4,7,0,0,0,0,0,0,0,22550400000000000,49,219,1,1,1,1,LowBuyer
1,54809.0,1,1,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,1,33868800000000000,46,174,1,2,1,1,LowBuyer
1,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,67824000000000000,45,92,1,2,1,1,LowBuyer
2,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,39139200000000000,53,1052,1,0,0,2,HighBuyer
1,47743.0,0,1,56,198,2,43,0,12,20,3,4,1,6,6,0,1,0,0,0,0,0,53913600000000000,66,275,1,1,1,0,MidBuyer
0,62972.0,0,1,39,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,0,0,86659200000000000,68,587,1,1,1,0,MidBuyer
2,57333.0,0,1,55,941,14,397,76,58,176,11,8,5,9,6,0,0,0,0,0,0,1,69552000000000000,69,1662,0,1,1,0,MidBuyer
2,32313.0,1,0,60,86,4,56,2,4,7,3,4,0,4,9,0,0,0,0,0,0,0,34473600000000000,41,159,1,1,1,1,LowBuyer
2,84953.0,0,0,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,1,55296000000000000,70,1024,0,0,0,2,HighBuyer
2,27071.0,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,19612800000000000,55,35,0,1,1,1,LowBuyer
2,68148.0,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,39916800000000000,66,1042,1,0,0,2,HighBuyer
2,65735.0,1,1,37,239,7,119,4,15,11,5,6,2,6,7,0,0,0,0,0,0,0,44236800000000000,58,395,1,2,1,0,MidBuyer
2,86836.0,0,0,7,179,21,273,0,21,63,1,6,10,6,5,1,0,1,1,0,0,1,62812800000000000,48,557,1,0,0,2,HighBuyer
2,4023.0,1,1,29,5,0,1,1,1,1,15,0,0,0,19,0,0,0,0,0,0,0,14342400000000000,60,9,1,2,1,1,LowBuyer
1,30093.0,0,0,19,2,6,28,13,4,16,1,2,0,3,7,0,0,0,0,0,0,0,41990400000000000,33,69,1,0,0,1,LowBuyer
2,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,3024000000000000,57,486,1,1,1,0,MidBuyer
1,25008.0,1,0,72,2,8,8,6,1,9,2,1,0,3,8,0,0,0,0,0,0,0,26524800000000000,35,34,0,1,1,1,LowBuyer
0,83257.0,0,0,56,536,27,590,38,107,67,1,5,10,12,6,1,0,1,0,0,1,1,69897600000000000,28,1365,0,0,0,2,HighBuyer
1,22280.0,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,48902400000000000,48,13,1,1,1,1,LowBuyer
2,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,66355200000000000,45,1401,1,0,0,2,HighBuyer
1,64260.0,0,0,1,539,169,816,20,0,30,1,4,5,4,3,0,0,0,0,0,0,1,34560000000000000,62,1574,1,0,0,2,HighBuyer
2,82733.0,0,0,28,712,50,420,65,38,38,1,8,4,7,4,0,0,0,0,0,0,1,36547200000000000,39,1323,0,0,0,2,HighBuyer
2,74290.0,0,1,70,1121,0,72,0,12,12,4,10,8,10,6,0,1,0,1,0,0,0,31363200000000000,52,1217,0,1,1,0,MidBuyer
2,58217.0,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,64713600000000000,72,103,0,3,1,1,LowBuyer
2,21024.0,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,52531200000000000,47,84,1,0,0,1,LowBuyer
2,70116.0,0,0,73,707,44,603,95,58,29,1,2,8,12,1,0,0,0,0,0,0,0,58665600000000000,51,1536,1,0,0,2,HighBuyer
1,54006.0,1,0,42,174,77,203,6,24,97,2,8,1,7,7,0,0,0,0,0,0,0,69897600000000000,38,581,1,1,1,0,MidBuyer
2,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,75859200000000000,57,928,1,1,1,0,MidBuyer
0,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,30758400000000000,48,14,0,0,0,1,LowBuyer
1,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,0,1,75945600000000000,50,656,0,2,1,0,MidBuyer
2,32889.0,1,1,78,28,0,13,4,2,8,3,2,1,3,5,0,0,0,0,0,0,0,47088000000000000,55,55,1,2,1,1,LowBuyer
1,34738.0,1,0,51,3,2,10,3,0,2,1,1,0,3,6,0,0,0,0,0,0,0,2678400000000000,39,20,0,1,1,1,LowBuyer
2,30538.0,1,0,27,284,0,52,8,3,20,4,9,0,4,10,0,0,0,0,0,0,0,91670400000000000,52,367,1,1,1,1,LowBuyer
0,82326.0,0,0,30,938,142,754,159,81,183,1,5,10,6,2,0,1,1,1,0,0,1,5529600000000000,46,2257,1,0,0,2,HighBuyer
2,26642.0,1,0,71,13,2,15,2,2,8,2,2,0,3,6,0,0,0,0,0,0,0,29116800000000000,56,42,0,1,1,1,LowBuyer
1,44503.0,1,1,83,31,1,8,0,0,8,2,2,0,3,6,0,0,0,0,0,0,0,20217600000000000,51,48,0,2,1,1,LowBuyer
2,60200.0,0,1,3,502,19,132,0,6,26,6,6,2,11,6,0,0,0,0,0,0,0,58147200000000000,75,685,0,1,1,0,MidBuyer
1,49638.0,0,1,71,18,10,3,3,5,0,1,1,0,3,2,0,0,0,0,0,0,0,19958400000000000,71,39,0,1,1,1,LowBuyer
0,23830.0,0,0,3,1,8,6,4,8,16,1,1,0,3,7,0,0,0,0,0,0,0,13564800000000000,36,43,0,0,0,1,LowBuyer
2,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,0,1,72748800000000000,64,835,0,0,0,2,HighBuyer
1,72905.0,0,0,52,407,114,445,181,165,203,1,3,7,9,1,0,0,0,1,0,0,0,27561600000000000,65,1515,1,0,0,2,HighBuyer
2,69702.0,0,1,8,664,9,240,50,19,57,2,7,7,10,4,0,0,0,0,0,0,0,56592000000000000,72,1039,1,1,1,0,MidBuyer
1,70300.0,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,43977600000000000,48,1596,0,1,1,0,MidBuyer
2,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,0,1,67564800000000000,39,1828,1,0,0,2,HighBuyer
2,30396.0,1,0,22,15,0,6,0,1,12,2,1,1,2,7,1,0,0,0,0,0,1,19008000000000000,54,34,1,1,1,1,LowBuyer
2,50616.0,0,1,56,128,0,16,0,1,4,2,4,0,4,7,0,0,0,0,0,0,0,20044800000000000,55,149,0,1,1,1,LowBuyer
2,62772.0,0,1,74,581,49,157,43,8,108,1,5,6,11,2,0,1,0,0,0,0,0,48902400000000000,54,946,0,1,1,0,MidBuyer
2,30298.0,0,0,48,6,3,12,6,1,0,1,1,1,3,3,0,0,0,0,0,0,0,17366400000000000,38,28,0,0,0,1,LowBuyer
1,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,86400000000000000,39,450,0,1,1,1,LowBuyer
2,44155.0,1,1,24,22,1,9,0,0,14,1,1,1,2,4,0,0,0,0,0,0,0,27734400000000000,66,46,1,2,1,1,LowBuyer
2,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,0,1,44323200000000000,52,1702,0,0,0,2,HighBuyer
